claim_id,customer_id,policy_number,claim_type,incident_date,filed_date,closed_date,amount_requested,reserved_amount,amount_paid,claim_status,fraud_flag,assigned_adjuster,processing_days,notes
CLM-2025-41004,CUST-7417,HEALTH-241116,health_surgery,2024-10-04,2024-10-06,2024-10-22,9200.0,9500.0,9200.0,closed_approved,False,AGT-121,16,Appendectomy claim validated; standard tier medical payment limit sufficient for release.
CLM-2025-41005,CUST-5837,AUTO-921522,auto_comprehensive,2024-05-09,2024-05-13,2024-06-02,3200.0,3400.0,3200.0,closed_approved,False,AGT-110,20,Windshield replacement due to storm debris authorized under basic comprehensive with $1500 deductible.
CLM-2025-41006,CUST-0131,HEALTH-002283,health_surgery,2024-02-10,2024-02-12,2024-03-01,4600.0,4800.0,4600.0,closed_approved,False,AGT-106,18,Knee arthroscopy documentation sufficient for basic tier medical payout.
CLM-2025-41007,CUST-9047,AUTO-118389,auto_collision,2024-01-28,2024-02-05,2024-02-24,5200.0,5400.0,5200.0,closed_approved,False,AGT-099,19,Side-scrape damage matched scene photos; deductible of $1350 under basic tier applied.
CLM-2025-41008,CUST-0058,HEALTH-510018,health_surgery,2024-07-20,2024-07-22,2024-08-06,10400.0,11000.0,10400.0,closed_approved,False,AGT-112,15,Gallbladder removal verified; payout within standard tier limit.
CLM-2025-41009,CUST-1611,AUTO-003417,auto_comprehensive,2024-11-02,2024-11-10,2024-11-28,2600.0,2700.0,2600.0,closed_approved,False,AGT-117,18,Theft of side mirrors confirmed; basic comprehensive payout issued after $900 deductible.
CLM-2025-41010,CUST-8703,HEALTH-240104,health_surgery,2024-06-03,2024-06-05,2024-06-21,7800.0,8200.0,7800.0,closed_approved,False,AGT-120,16,Hernia repair validated with proper documentation under standard tier coverage.
CLM-2025-41011,CUST-6211,AUTO-000142,auto_collision,2024-10-18,2024-10-26,2024-11-15,4300.0,4500.0,4300.0,closed_approved,False,AGT-104,20,Parking-lot collision aligned with witness statements; basic tier collision coverage applied after $1000 deductible.
CLM-2025-41012,CUST-2217,HOME-202423,home_fire,2024-09-09,2024-09-15,2024-10-04,8800.0,9000.0,8800.0,closed_approved,False,AGT-095,19,Electrical short confirmed by inspector; payout within standard home structural coverage.
CLM-2025-41013,CUST-1001,HOME-202410,home_fire,2024-12-20,2024-12-27,2025-01-14,7400.0,7600.0,7400.0,closed_approved,False,AGT-111,18,Kitchen smoke damage verified; claim paid under standard tier with no deductible requirement stated in policy.
CLM-2025-41014,CUST-9044,AUTO-118386,auto_collision,2023-10-01,2023-10-10,2023-10-22,2900.0,3100.0,0.0,closed_denied,False,AGT-097,12,Claim denied due to policy lapse prior to date of incident.
CLM-2025-41015,CUST-4635,AUTO-202415,auto_comprehensive,2024-09-11,2024-09-20,2024-10-05,3500.0,3600.0,0.0,closed_denied,True,AGT-109,15,Vendor mismatch triggered SIU referral and payout placed on hold pending blacklist audit.
CLM-2025-41016,CUST-8714,HOME-240115,home_fire,2024-08-29,2024-09-04,2024-09-24,9800.0,10000.0,9800.0,closed_approved,False,AGT-101,20,Minor attic fire confirmed by fire marshal; payout under standard home liability structure.
CLM-2025-41017,CUST-0077,HOME-003815,home_fire,2024-10-16,2024-10-22,2024-11-05,5400.0,5600.0,5400.0,closed_approved,False,AGT-118,14,Smoke damage to basement verified; basic tier limit sufficient for payout.
CLM-2025-41018,CUST-3033,HEALTH-001159,health_surgery,2024-05-17,2024-05-19,2024-06-03,3600.0,3800.0,3600.0,closed_approved,False,AGT-093,15,Outpatient orthopedic procedure validated; basic tier medical limit adequate.
CLM-2025-41019,CUST-9054,AUTO-118396,auto_comprehensive,2024-11-29,2024-12-03,,2500.0,2700.0,0.0,open,False,AGT-130,7,Hail damage inspection pending vendor scheduling.
CLM-2025-41020,CUST-0124,HEALTH-002270,health_surgery,2024-07-02,2024-07-04,2024-07-19,8300.0,8600.0,8300.0,closed_approved,False,AGT-109,15,Sinus surgery documentation complete; payout aligned with standard tier medical limits.
CLM-2025-00101,CUST-0081,AUTO-012956,auto_collision,2024-11-02,2024-11-10,2024-12-02,8200.0,8400.0,8200.0,closed_approved,False,AGT-131,22,Collision payout approved within the policy’s collision limit after applying the 750 deductible.
CLM-2025-00102,CUST-1209,HOME-202405,home_fire,2024-10-18,2024-10-25,2024-11-28,9600.0,10000.0,9600.0,closed_approved,False,AGT-118,34,Fire loss validated by inspection and paid under premium tier coverage.
CLM-2025-00103,CUST-3021,HEALTH-240710,health_surgery,2024-12-04,2024-12-06,2024-12-20,5400.0,5600.0,5400.0,closed_approved,False,AGT-103,14,Surgery claim approved after verifying benefits within the basic tier aggregate.
CLM-2025-00104,CUST-1012,AUTO-902352,auto_comprehensive,2024-09-14,2024-09-20,2024-10-14,2800.0,2900.0,2800.0,closed_approved,False,AGT-130,24,Windshield replacement approved under comprehensive coverage minus the 750 deductible.
CLM-2025-00105,CUST-2215,HOME-202421,home_fire,2024-08-22,2024-08-29,2024-09-25,7400.0,7600.0,7400.0,closed_approved,False,AGT-097,27,Kitchen fire damage confirmed and paid within basic tier limits.
CLM-2025-00106,CUST-1018,AUTO-982141,auto_collision,2024-10-12,2024-10-20,2024-11-12,3100.0,3300.0,3100.0,closed_approved,False,AGT-100,23,Minor front-end repair approved after applying 1500 collision deductible.
CLM-2025-00107,CUST-1003,AUTO-202402,auto_comprehensive,2024-07-14,2024-07-21,2024-08-11,5200.0,5400.0,5200.0,closed_approved,False,AGT-109,21,Theft damage payout aligned with premium comprehensive coverage after 500 deductible.
CLM-2025-00108,CUST-1013,AUTO-005020,auto_collision,2024-10-28,2024-11-05,2024-11-30,10400.0,10800.0,10400.0,closed_approved,False,AGT-121,25,High-value collision repair validated and paid within 120000 collision cap.
CLM-2025-00109,CUST-4631,AUTO-202412,auto_comprehensive,2024-09-09,2024-09-15,2024-10-10,2600.0,2700.0,2600.0,closed_approved,False,AGT-104,25,Storm debris claim approved within comprehensive limit after 650 deductible.
CLM-2025-00110,CUST-1212,HEALTH-202407,health_surgery,2024-11-18,2024-11-20,2024-12-05,8900.0,9100.0,8900.0,closed_approved,False,AGT-095,15,Procedure costs approved within the remaining aggregate under standard tier.
CLM-2025-00111,CUST-1002,AUTO-202407,auto_comprehensive,2024-10-30,2024-11-05,2024-11-27,1800.0,1900.0,1800.0,closed_approved,False,AGT-112,22,Vandalism loss reviewed and approved under comprehensive coverage.
CLM-2025-00112,CUST-2903,HOME-172348,home_fire,2024-09-10,2024-09-17,2024-10-13,12500.0,13000.0,12500.0,closed_approved,False,AGT-111,26,Electrical fire damage confirmed and paid under premium home limits.
CLM-2025-00113,CUST-2116,AUTO-200345,auto_collision,2024-03-11,2024-03-20,2024-04-05,3400.0,3500.0,0.0,closed_denied,False,AGT-099,16,Claim denied due to policy lapse at time of incident.
CLM-2025-00114,CUST-3010,AUTO-277830,auto_collision,2024-11-01,2024-11-09,2024-12-02,7600.0,7800.0,7600.0,closed_approved,False,AGT-117,23,Collision payout approved under standard tier with 500 deductible applied.
CLM-2025-00115,CUST-1011,AUTO-240613,auto_comprehensive,2024-06-14,2024-06-20,2024-07-15,3200.0,3300.0,3200.0,closed_approved,False,AGT-130,25,Hail damage confirmed and processed under comprehensive coverage.
CLM-2025-00116,CUST-2205,AUTO-008305,auto_collision,2024-10-02,2024-10-10,2024-11-01,4900.0,5100.0,4900.0,closed_approved,False,AGT-106,22,Collision payout approved with 750 deductible per standard tier.
CLM-2025-00117,CUST-0927,AUTO-202403,auto_collision,2024-09-19,2024-09-27,2024-10-18,2600.0,2700.0,2600.0,closed_approved,False,AGT-120,21,Low-speed collision verified and paid after 750 deductible.
CLM-2025-00118,CUST-1013,AUTO-982136,auto_comprehensive,2024-08-11,2024-08-17,2024-09-09,4100.0,4200.0,4100.0,closed_approved,False,AGT-111,23,Glass and trim damage approved under comprehensive coverage with 750 deductible.
CLM-2025-00119,CUST-6711,AUTO-202416,auto_collision,2024-03-04,2024-03-14,,3600.0,3800.0,0.0,open,True,AGT-103,19,Claim under SIU review due to mismatch in repair vendor history; payout on hold.
CLM-2025-00120,CUST-8701,HOME-240102,home_fire,2024-12-01,2024-12-07,2024-12-29,6800.0,7000.0,6800.0,closed_approved,False,AGT-118,22,Localized fire damage confirmed and settled within standard-tier limits.
CLM-2025-00101,CUST-2102,AUTO-892034,auto_collision,2024-11-02,2024-11-05,2024-11-24,5200.0,5000.0,4650.0,closed_approved,False,AGT-131,19,Front bumper impact validated by photos; payout applied after $750 collision deductible per standard auto tier.
CLM-2025-00102,CUST-1001,AUTO-202406,auto_comprehensive,2024-10-18,2024-10-20,2024-11-12,3800.0,3600.0,3300.0,closed_approved,False,AGT-103,23,Windshield cracking confirmed by inspection; comprehensive deductible of $500 applied under standard tier.
CLM-2025-00103,CUST-7272,HOME-020475,home_fire,2024-09-29,2024-10-06,2024-10-30,9400.0,9000.0,8800.0,closed_approved,False,AGT-118,24,Minor kitchen fire confirmed by fire marshal report and covered within basic home policy limits.
CLM-2025-00104,CUST-0124,HEALTH-002270,health_surgery,2024-10-03,2024-10-05,2024-10-20,7600.0,7600.0,7450.0,closed_approved,False,AGT-112,15,Outpatient orthopedic procedure validated with provider coding and processed under standard tier medical limits.
CLM-2025-00105,CUST-2211,HOME-009982,home_fire,2024-08-14,2024-08-20,2024-09-10,6400.0,6200.0,6100.0,closed_approved,False,AGT-095,21,Smoke damage to hallway supported by adjuster photos and covered under basic home policy cap.
CLM-2025-00106,CUST-9001,AUTO-240000,auto_collision,2024-11-05,2024-11-10,2024-12-03,8400.0,8100.0,7800.0,closed_approved,False,AGT-104,23,Rear-end collision validated through police report; deductible of $750 collision applied.
CLM-2025-00107,CUST-1015,AUTO-202415,auto_comprehensive,2024-07-20,2024-07-22,2024-08-10,2600.0,2400.0,1400.0,closed_approved,False,AGT-110,19,Vandalism to vehicle door confirmed; payment reduced due to $1200 comprehensive deductible fitting basic tier coverage.
CLM-2025-00108,CUST-2207,AUTO-202412,auto_collision,2024-06-11,2024-06-20,2024-07-02,4200.0,0.0,0.0,closed_denied,False,AGT-101,12,Claim denied due to policy lapse at time of incident as payment status was overdue.
CLM-2025-00109,CUST-1208,AUTO-202410,auto_comprehensive,2024-05-25,2024-05-28,2024-06-14,3100.0,0.0,0.0,closed_denied,True,AGT-109,17,Denied after SIU flagged vendor for recurring inflated repair estimates tied to suspended policy status.
CLM-2025-00110,CUST-9216,HEALTH-310922,health_surgery,2024-09-12,2024-09-14,2024-09-30,5400.0,5400.0,5250.0,closed_approved,False,AGT-117,16,Procedure documentation validated through provider notes and processed under basic tier medical cap.
CLM-2025-00111,CUST-9009,HOME-240009,home_fire,2024-10-10,2024-10-15,2024-11-05,15200.0,15000.0,14800.0,closed_approved,False,AGT-093,21,Minor attic fire confirmed by inspection and covered within premium policy’s higher liability caps.
CLM-2025-00112,CUST-2015,AUTO-886591,auto_collision,2024-09-04,2024-09-06,2024-09-25,4700.0,4600.0,4250.0,closed_approved,False,AGT-120,19,Side panel impact supported by photos; collision deductible of $750 applied under standard tier.
CLM-2025-00113,CUST-2112,HOME-215981,home_fire,2024-08-27,2024-08-31,2024-09-21,7200.0,7000.0,6900.0,closed_approved,False,AGT-111,21,Electrical short evidence validated by inspector; payout covered within standard home policy limits.
CLM-2025-00114,CUST-8702,AUTO-240103,auto_comprehensive,2024-10-28,2024-10-30,2024-11-14,2800.0,2600.0,1800.0,closed_approved,False,AGT-106,15,Tree limb impact verified; comprehensive deductible of $1000 under standard tier applied.
CLM-2025-00115,CUST-9006,AUTO-672106,auto_collision,2024-11-01,2024-11-04,2024-11-26,8900.0,8600.0,8350.0,closed_approved,False,AGT-121,22,Front quarter panel repair validated; collision deductible of $250 applied per premium tier.
CLM-2025-00116,CUST-7221,AUTO-004820,auto_collision,2024-04-15,2024-04-20,2024-05-05,3100.0,3000.0,2100.0,closed_approved,False,AGT-130,15,Parking lot collision confirmed; $1000 deductible under basic tier applied.
CLM-2025-00117,CUST-3315,HOME-110034,home_fire,2024-07-19,2024-07-25,2024-08-14,5800.0,5600.0,5500.0,closed_approved,False,AGT-099,20,Smoke residue in living area confirmed; payout within basic home tier limitations.
CLM-2025-00118,CUST-1036,HOME-202415,home_fire,2024-10-05,2024-10-11,2024-10-30,10400.0,10200.0,10000.0,closed_approved,False,AGT-100,19,Garage fire cause determined accidental; covered under standard home tier limits.
CLM-2025-00119,CUST-2198,AUTO-202415,auto_comprehensive,2024-09-03,2024-09-05,2024-09-22,3400.0,3300.0,2900.0,closed_approved,False,AGT-118,17,Theft of side mirror confirmed; $500 comprehensive deductible under standard tier applied.
CLM-2025-00120,CUST-7412,AUTO-241111,auto_collision,2024-11-08,2024-11-10,,9200.0,9100.0,0.0,open,False,AGT-131,12,Awaiting final body shop estimate before determining payout under premium collision limits.
CLM-2025-00101,CUST-8013,AUTO-234902,auto_collision,2024-08-14,2024-08-20,2024-09-12,6200.0,6400.0,6200.0,closed_approved,False,AGT-103,23,Payout aligned to standard collision tier after applying the 750 collision deductible and confirming damage photos.
CLM-2025-00102,CUST-3021,AUTO-009589,auto_comprehensive,2024-11-09,2024-11-13,2024-12-01,4300.0,4500.0,4300.0,closed_approved,False,AGT-121,18,Approved under enhanced comprehensive coverage after documentation confirmed hail impact beyond 750 deductible.
CLM-2025-00103,CUST-1004,HEALTH-001110,health_surgery,2024-10-11,2024-10-13,2024-10-29,8800.0,9000.0,8800.0,closed_approved,False,AGT-130,16,Procedure reimbursed under premium tier with remaining annual aggregate verified.
CLM-2025-00104,CUST-3025,HOME-006432,home_fire,2024-12-02,2024-12-10,2025-01-03,14500.0,15000.0,14500.0,closed_approved,False,AGT-099,24,Fire damage validated via inspector report and paid within standard liability caps.
CLM-2025-00105,CUST-9013,AUTO-240014,auto_collision,2024-10-03,2024-10-05,2024-10-28,5100.0,5300.0,5100.0,closed_approved,False,AGT-104,23,Front‑end damage supported by photos; deductible of 1000 applied per standard tier.
CLM-2025-00106,CUST-9053,HEALTH-118395,health_surgery,2024-09-19,2024-09-21,2024-10-08,3000.0,3100.0,3000.0,closed_approved,False,AGT-112,17,Basic tier coverage confirmed for outpatient procedure within remaining aggregate.
CLM-2025-00107,CUST-2216,HOME-202422,home_fire,2024-11-26,2024-12-04,2025-01-01,8700.0,9000.0,8700.0,closed_approved,False,AGT-118,28,Smoke damage corroborated by fire department report under premium home tier.
CLM-2025-00108,CUST-1027,AUTO-202409,auto_comprehensive,2024-09-18,2024-09-25,2024-10-18,2800.0,3000.0,2800.0,closed_approved,False,AGT-106,23,Windshield replacement approved under premium comprehensive coverage with 250 deductible applied.
CLM-2025-00109,CUST-8706,AUTO-240107,auto_collision,2024-08-30,2024-09-02,2024-09-24,2600.0,2700.0,2600.0,closed_approved,False,AGT-100,22,Low‑speed rear impact confirmed; basic-tier 1200 collision deductible applied.
CLM-2025-00110,CUST-1024,HEALTH-301004,health_surgery,2024-09-14,2024-09-16,2024-10-05,6400.0,6600.0,6400.0,closed_approved,False,AGT-110,19,Standard-tier surgery claim validated with required documentation and within aggregate limit.
CLM-2025-00111,CUST-2214,HEALTH-014312,health_surgery,2024-08-22,2024-08-24,2024-09-10,7200.0,7400.0,7200.0,closed_approved,False,AGT-117,17,Standard-tier procedure validated and processed within remaining aggregate.
CLM-2025-00112,CUST-8816,AUTO-241116,auto_comprehensive,2024-10-09,2024-10-12,2024-11-01,3500.0,3700.0,3500.0,closed_approved,False,AGT-111,20,Approved for vandalism repair under premium tier with 250 deductible applied.
CLM-2025-00113,CUST-1013,HOME-110012,home_fire,2024-07-28,2024-08-09,2024-09-03,9200.0,9500.0,9200.0,closed_approved,False,AGT-097,25,Kitchen fire verified by inspection; payout within premium-tier structural limits.
CLM-2025-00114,CUST-1462,AUTO-000143,auto_collision,2024-11-01,2024-11-06,2024-11-27,4800.0,5000.0,4800.0,closed_approved,False,AGT-093,21,Side‑panel damage consistent with police report; 750 deductible deducted under standard tier.
CLM-2025-00115,CUST-2208,AUTO-202413,auto_collision,2024-09-07,2024-09-11,2024-10-03,7100.0,7400.0,7100.0,closed_approved,False,AGT-109,22,Impact damage validated with telematics data; premium-tier deductible of 250 applied.
CLM-2025-00116,CUST-1128,AUTO-230186,auto_comprehensive,2024-10-14,2024-10-22,2024-11-13,1900.0,2000.0,1900.0,closed_approved,False,AGT-120,22,Window break‑in confirmed by police report; basic-tier 1000 comprehensive deductible applied.
CLM-2025-00117,CUST-7247,HEALTH-003492,health_surgery,2024-09-25,2024-09-27,2024-10-15,5600.0,5800.0,5600.0,closed_approved,False,AGT-131,18,Standard-tier outpatient procedure reimbursed after provider verification.
CLM-2025-00118,CUST-0084,AUTO-012959,auto_collision,2024-08-03,2024-08-05,2024-08-20,4200.0,0.0,0.0,closed_denied,False,AGT-095,15,Claim denied due to policy lapse and overdue payment at time of incident.
CLM-2025-00119,CUST-2213,AUTO-727891,auto_comprehensive,2024-11-02,2024-11-12,,2600.0,3000.0,0.0,open,False,AGT-118,14,Claim under review pending vendor invoice verification for storm‑related damage.
CLM-2025-00120,CUST-9012,AUTO-240013,auto_collision,2024-12-03,2024-12-10,,5300.0,5600.0,0.0,open,True,AGT-103,9,SIU hold triggered due to repeat‑vendor pattern flagged in parts invoices; payout paused pending audit.
CLM-2025-00101,CUST-9216,AUTO-110932,auto_collision,2024-11-12,2024-11-14,2024-12-05,4200.0,4500.0,4200.0,closed_approved,False,AGT-103,21,Collision payout aligned with basic-tier limits and the $2000 collision deductible was applied.
CLM-2025-00102,CUST-1008,AUTO-202408,auto_comprehensive,2024-10-02,2024-10-10,2024-10-30,5300.0,5600.0,5300.0,closed_approved,False,AGT-118,20,Approved after verifying enhanced-tier glass coverage and applying the $500 comprehensive deductible.
CLM-2025-00103,CUST-0015,HOME-202410,home_fire,2024-07-18,2024-07-25,2024-08-20,8800.0,9000.0,8800.0,closed_approved,False,AGT-131,26,Inspection confirmed kitchen fire damage within basic-tier limits and documentation was complete.
CLM-2025-00104,CUST-2036,HEALTH-419283,health_surgery,2024-12-01,2024-12-03,2024-12-20,7100.0,7500.0,7100.0,closed_approved,False,AGT-106,17,Approved after confirming procedure eligibility under standard-tier health benefits and annual aggregate remaining.
CLM-2025-00105,CUST-2908,AUTO-388401,auto_collision,2024-09-15,2024-09-20,2024-10-12,3900.0,4200.0,3900.0,closed_approved,False,AGT-110,22,Minor front bumper damage supported by photos; standard-tier deductible of $750 applied.
CLM-2025-00106,CUST-1030,HOME-240610,home_fire,2024-08-11,2024-08-18,2024-09-10,6100.0,6500.0,6100.0,closed_approved,False,AGT-121,23,Electrical fire damage confirmed by inspector and covered under standard home-tier limits.
CLM-2025-00107,CUST-0035,HEALTH-000707,health_surgery,2025-01-04,2025-01-06,2025-01-22,5200.0,5500.0,5200.0,closed_approved,False,AGT-099,16,Procedure validated under standard-tier benefits with ample annual aggregate remaining.
CLM-2025-00108,CUST-1220,AUTO-202417,auto_comprehensive,2024-11-01,2024-11-10,2024-12-02,2500.0,2700.0,2500.0,closed_approved,False,AGT-130,22,Storm debris damage validated; comprehensive deductible of $750 applied.
CLM-2025-00109,CUST-1008,AUTO-240609,auto_collision,2024-09-21,2024-09-25,2024-10-14,4600.0,4800.0,4600.0,closed_approved,False,AGT-117,19,Collision estimate aligned with basic-tier limits; deductible of $2000 applied.
CLM-2025-00110,CUST-1024,HEALTH-982154,health_surgery,2024-10-20,2024-10-22,2024-11-10,9400.0,9700.0,9400.0,closed_approved,False,AGT-104,19,Approved after procedure verification under premium-tier health benefits.
CLM-2025-00111,CUST-2213,AUTO-202418,auto_comprehensive,2024-07-12,2024-07-20,2024-08-04,3300.0,3500.0,0.0,closed_denied,False,AGT-111,15,Denied because the policy was suspended at time of loss and comprehensive coverage inactive.
CLM-2025-00112,CUST-2202,AUTO-202419,home_fire,2024-08-10,2024-08-15,2024-09-02,10400.0,10700.0,10400.0,closed_approved,False,AGT-120,18,Fire damage confirmed in attic; standard-tier home limits sufficient for full payout.
CLM-2025-00113,CUST-8704,AUTO-240105,auto_collision,2024-10-08,2024-10-10,2024-10-28,7200.0,7500.0,7200.0,closed_approved,False,AGT-095,18,Collision repair estimate aligned with premium-tier coverage and $250 deductible applied.
CLM-2025-00114,CUST-1005,AUTO-202409,auto_comprehensive,2024-12-22,2024-12-27,2025-01-18,4800.0,5000.0,4800.0,closed_approved,False,AGT-099,22,Theft-related damage supported by police report; comprehensive deductible of $800 applied.
CLM-2025-00115,CUST-1001,HOME-202403,home_fire,2024-09-12,2024-09-19,2024-10-10,7600.0,7800.0,7600.0,closed_approved,False,AGT-101,21,Smoke and heat damage confirmed; payout within standard-tier home limits.
CLM-2025-00116,CUST-2189,AUTO-202406,auto_collision,2024-11-18,2024-11-22,2024-12-14,2700.0,2900.0,2700.0,closed_approved,False,AGT-112,22,Rear-end impact documentation matched repair estimate; basic-tier deductible of $1000 applied.
CLM-2025-00117,CUST-2191,AUTO-202408,auto_comprehensive,2024-10-05,2024-10-12,2024-11-05,3500.0,3700.0,3500.0,closed_approved,False,AGT-118,24,Vandalism damage confirmed; comprehensive deductible of $250 applied under premium-tier coverage.
CLM-2025-00118,CUST-3290,AUTO-000144,auto_collision,2024-10-27,2024-10-30,2024-11-20,3100.0,3300.0,3100.0,closed_approved,False,AGT-097,21,Intersection collision validated by dashcam evidence; standard-tier deductible of $750 applied.
CLM-2025-00119,CUST-1015,AUTO-982138,auto_comprehensive,2024-09-05,2024-09-10,2024-09-25,2900.0,3100.0,0.0,closed_denied,True,AGT-109,15,Denied after SIU flagged vendor involved in prior fraud cases; payout placed on hold pending vendor suspension.
CLM-2025-00120,CUST-0033,AUTO-000705,auto_collision,2024-12-28,2024-12-30,,4500.0,4700.0,0.0,open,False,AGT-130,12,Claim remains under review awaiting supplemental repair photos from the body shop.
CLM-2025-00101,CUST-3036,AUTO-007123,auto_collision,2023-11-14,2023-11-20,2023-12-12,4800.0,5000.0,4800.0,closed_approved,False,AGT-103,22,Front-end damage matched scene evidence and payout aligned with basic tier collision limit minus $2500 deductible.
CLM-2025-00102,CUST-1119,HEALTH-915200,health_surgery,2024-02-15,2024-02-16,2024-03-03,7200.0,7400.0,7200.0,closed_approved,False,AGT-117,16,Approved after verifying covered procedure within basic tier and within medical payment limit.
CLM-2025-00103,CUST-3038,AUTO-005981,auto_comprehensive,2024-05-04,2024-05-10,2024-06-01,2600.0,2800.0,2600.0,closed_approved,False,AGT-112,22,Windshield replacement validated with photos and paid under standard tier comprehensive coverage minus $1000 deductible.
CLM-2025-00104,CUST-1462,AUTO-000143,auto_collision,2024-03-11,2024-03-14,2024-04-04,6800.0,7000.0,6800.0,closed_approved,False,AGT-100,21,Rear-impact damage verified by police report and paid per standard tier collision coverage minus $750 deductible.
CLM-2025-00105,CUST-0022,AUTO-000692,auto_comprehensive,2024-04-20,2024-04-26,2024-05-20,4100.0,4300.0,4100.0,closed_approved,False,AGT-118,24,Theft of catalytic converter confirmed by inspection and paid under premium tier comprehensive minus $250 deductible.
CLM-2025-00106,CUST-1109,HOME-881302,home_fire,2023-12-18,2023-12-25,2024-01-22,9200.0,9500.0,9200.0,closed_approved,False,AGT-121,28,Minor kitchen fire damage validated by fire inspector and paid within standard tier property limits.
CLM-2025-00107,CUST-1004,AUTO-240604,auto_collision,2024-02-11,2024-02-15,2024-03-04,3200.0,3400.0,3200.0,closed_approved,False,AGT-131,18,Parking lot collision confirmed by witness statements and paid under standard collision minus $1000 deductible.
CLM-2025-00108,CUST-2203,AUTO-392517,auto_comprehensive,2024-01-19,2024-01-23,2024-02-15,5400.0,5600.0,5400.0,closed_approved,False,AGT-104,23,Hail damage matched storm report; paid under premium tier comprehensive minus $250 deductible.
CLM-2025-00109,CUST-9050,HEALTH-118392,health_surgery,2024-03-02,2024-03-03,2024-03-18,6800.0,7000.0,6800.0,closed_approved,False,AGT-106,15,Approved after coding review confirmed procedure alignment with standard tier coverage.
CLM-2025-00110,CUST-2025,AUTO-568013,auto_collision,2023-12-07,2023-12-12,2024-01-10,4900.0,5000.0,0.0,closed_denied,False,AGT-099,29,Claim denied due to policy cancellation prior to incident date.
CLM-2025-00111,CUST-2114,AUTO-004220,auto_comprehensive,2024-02-02,2024-02-09,2024-03-05,2600.0,2700.0,0.0,closed_denied,False,AGT-111,25,Denied because policy was lapsed at time of vandalism claim.
CLM-2025-00112,CUST-0015,AUTO-463728,auto_collision,2024-06-10,2024-06-12,2024-07-05,5200.0,5400.0,5200.0,closed_approved,False,AGT-093,23,Damage aligned with police diagram and paid under premium collision minus $500 deductible.
CLM-2025-00113,CUST-9045,HEALTH-118387,health_surgery,2024-05-02,2024-05-03,2024-05-21,7600.0,7800.0,7600.0,closed_approved,False,AGT-110,18,Surgical procedure verified and paid under standard tier health coverage.
CLM-2025-00114,CUST-0131,HEALTH-002283,health_surgery,2023-12-19,2023-12-20,2024-01-06,4300.0,4500.0,4300.0,closed_approved,False,AGT-095,17,Approved after confirming eligibility under basic tier limits.
CLM-2025-00115,CUST-2197,AUTO-202414,auto_comprehensive,2024-07-10,2024-07-14,,1800.0,2000.0,0.0,open,False,AGT-120,9,Investigation ongoing pending garage inspection for glass damage assessment.
CLM-2025-00116,CUST-1214,AUTO-202414,auto_collision,2024-06-20,2024-06-25,2024-07-21,7200.0,7500.0,7200.0,closed_approved,False,AGT-130,26,Damage consistent with provided photos and paid under premium tier collision minus $500 deductible.
CLM-2025-00117,CUST-9217,AUTO-110923,auto_collision,2024-03-03,2024-03-10,2024-04-02,2800.0,3000.0,2800.0,closed_approved,False,AGT-109,23,Low-speed impact confirmed by estimate review and paid under basic tier coverage minus $2000 deductible.
CLM-2025-00118,CUST-1462,HOME-004051,home_fire,2024-04-12,2024-04-20,2024-05-16,8500.0,8700.0,8500.0,closed_approved,False,AGT-131,26,Electrical short verified by inspector and paid within standard home coverage limits.
CLM-2025-00119,CUST-2215,HOME-202421,home_fire,2024-02-04,2024-02-10,2024-03-02,6200.0,6400.0,6200.0,closed_approved,False,AGT-118,21,Minor smoke damage validated and paid under basic tier property limits.
CLM-2025-00120,CUST-0134,AUTO-003231,auto_collision,2024-01-22,2024-01-29,2024-02-20,3900.0,4000.0,0.0,closed_denied,True,AGT-097,22,"SIU flagged mismatched repair invoices from a blacklisted vendor, resulting in denial and vendor audit hold."
CLM-2021-41701,CUST-2025,AUTO-568013,auto_collision,2023-11-14,2023-11-20,2023-12-12,4800.0,5000.0,4800.0,closed_approved,False,AGT-131,22,Payout applied after reviewing collision photos and applying the $1200 collision deductible for this basic-tier auto policy.
CLM-2021-41702,CUST-9040,AUTO-118382,auto_comprehensive,2024-03-02,2024-03-12,2024-04-01,2200.0,2400.0,2200.0,closed_approved,False,AGT-104,20,"Comprehensive repair approved under basic tier, capped by the $1000 deductible and $6500 limit."
CLM-2021-41703,CUST-1013,HOME-202415,home_fire,2024-02-10,2024-02-20,2024-03-12,9600.0,10000.0,9600.0,closed_approved,False,AGT-121,21,Structural smoke damage verified by inspector and covered under standard-tier fire protections.
CLM-2021-41704,CUST-5829,HEALTH-921514,health_surgery,2024-05-09,2024-05-11,2024-06-01,7400.0,7600.0,7400.0,closed_approved,False,AGT-110,21,Approved after validating procedure coding under standard-tier medical payments up to the $16000 limit.
CLM-2021-41705,CUST-8806,AUTO-241105,auto_collision,2024-01-09,2024-01-15,2024-02-03,6200.0,6500.0,6200.0,closed_approved,False,AGT-103,19,Collision estimate aligned with premium-tier coverage after applying the $250 deductible.
CLM-2021-41706,CUST-2218,HEALTH-202425,health_surgery,2024-04-15,2024-04-17,2024-05-08,1800.0,1900.0,1800.0,closed_approved,False,AGT-118,21,Basic-tier surgical reimbursement within the $3500 medical limit was confirmed with proper coding submitted.
